docID;Name;Link;criterionID;criterion;score
13;7 Things Managers and Leaders Can Do to Facilitate a Successful Artificial Intelligence Adoption in Their Organization;https://www.intel.com/content/www/us/en/it-management/intel-it-best-practices/ai-for-managers.html;D1;Management support;1
13;7 Things Managers and Leaders Can Do to Facilitate a Successful Artificial Intelligence Adoption in Their Organization;https://www.intel.com/content/www/us/en/it-management/intel-it-best-practices/ai-for-managers.html;D2;HRM;0
13;7 Things Managers and Leaders Can Do to Facilitate a Successful Artificial Intelligence Adoption in Their Organization;https://www.intel.com/content/www/us/en/it-management/intel-it-best-practices/ai-for-managers.html;D3;R&D;0
13;7 Things Managers and Leaders Can Do to Facilitate a Successful Artificial Intelligence Adoption in Their Organization;https://www.intel.com/content/www/us/en/it-management/intel-it-best-practices/ai-for-managers.html;D4;Inbound logistics;0
13;7 Things Managers and Leaders Can Do to Facilitate a Successful Artificial Intelligence Adoption in Their Organization;https://www.intel.com/content/www/us/en/it-management/intel-it-best-practices/ai-for-managers.html;D5;Production;0
13;7 Things Managers and Leaders Can Do to Facilitate a Successful Artificial Intelligence Adoption in Their Organization;https://www.intel.com/content/www/us/en/it-management/intel-it-best-practices/ai-for-managers.html;D6;Outbound logistics;0
13;7 Things Managers and Leaders Can Do to Facilitate a Successful Artificial Intelligence Adoption in Their Organization;https://www.intel.com/content/www/us/en/it-management/intel-it-best-practices/ai-for-managers.html;D7;Marketing & Sales;0
13;7 Things Managers and Leaders Can Do to Facilitate a Successful Artificial Intelligence Adoption in Their Organization;https://www.intel.com/content/www/us/en/it-management/intel-it-best-practices/ai-for-managers.html;D8;Customer support;0
13;7 Things Managers and Leaders Can Do to Facilitate a Successful Artificial Intelligence Adoption in Their Organization;https://www.intel.com/content/www/us/en/it-management/intel-it-best-practices/ai-for-managers.html;D9;Security;0
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;A1;Conceptualization;2
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;A2;Data Preparation & Exploration;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;A3;Model Building and Evaluation;0
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;A4;Deployment and Monitoring;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;B1;Examples;2
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;B2;Quick Read;2
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;B3;Stakeholder Inclusivity;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;B4;Feasibility - Capabilities;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;B5;Feasibility - Resources;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;B6;Recommendations of Techniques;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;B7;Recommendations of Training;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;B8;Evidence of Adoption;0
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;C1;Development of dynamic capabilities;0
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;C2;Simple solutions;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;C3;Managerial capability development;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;C4;Access to financial resources;0
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;C5;Sharing of success stories;0
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;C6;Market regulation & standards;2
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;C7;AI Strategy;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;C8;Innovation culture;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;C9;Data governance;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;C10;Ethical considerations;2
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;D1;Management support;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;D2;HRM;0
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;D3;R&D;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;D4;Inbound logistics;0
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;D5;Production;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;D6;Outbound logistics;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;D7;Marketing & Sales;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;D8;Customer support;1
14;"AI Adoption in the
Business World: Current Trends and
Future Predictions";https://www.pwc.com/il/en/mc/ai_adopion_study.pdf;D9;Security;1
15;AI Guides & Tutorials;https://easywithai.com/guide/;A1;Conceptualization;0
15;AI Guides & Tutorials;https://easywithai.com/guide/;A2;Data Preparation & Exploration;0
15;AI Guides & Tutorials;https://easywithai.com/guide/;A3;Model Building and Evaluation;2
15;AI Guides & Tutorials;https://easywithai.com/guide/;A4;Deployment and Monitoring;1
15;AI Guides & Tutorials;https://easywithai.com/guide/;B1;Examples;2
15;AI Guides & Tutorials;https://easywithai.com/guide/;B2;Quick Read;2
15;AI Guides & Tutorials;https://easywithai.com/guide/;B3;Stakeholder Inclusivity;0
15;AI Guides & Tutorials;https://easywithai.com/guide/;B4;Feasibility - Capabilities;2
15;AI Guides & Tutorials;https://easywithai.com/guide/;B5;Feasibility - Resources;2
15;AI Guides & Tutorials;https://easywithai.com/guide/;B6;Recommendations of Techniques;2
15;AI Guides & Tutorials;https://easywithai.com/guide/;B7;Recommendations of Training;2
15;AI Guides & Tutorials;https://easywithai.com/guide/;B8;Evidence of Adoption;0
15;AI Guides & Tutorials;https://easywithai.com/guide/;C1;Development of dynamic capabilities;2
15;AI Guides & Tutorials;https://easywithai.com/guide/;C2;Simple solutions;2
15;AI Guides & Tutorials;https://easywithai.com/guide/;C3;Managerial capability development;0
15;AI Guides & Tutorials;https://easywithai.com/guide/;C4;Access to financial resources;1
15;AI Guides & Tutorials;https://easywithai.com/guide/;C5;Sharing of success stories;1
15;AI Guides & Tutorials;https://easywithai.com/guide/;C6;Market regulation & standards;0
15;AI Guides & Tutorials;https://easywithai.com/guide/;C7;AI Strategy;0
15;AI Guides & Tutorials;https://easywithai.com/guide/;C8;Innovation culture;0
15;AI Guides & Tutorials;https://easywithai.com/guide/;C9;Data governance;0
15;AI Guides & Tutorials;https://easywithai.com/guide/;C10;Ethical considerations;0
15;AI Guides & Tutorials;https://easywithai.com/guide/;D1;Management support;0
15;AI Guides & Tutorials;https://easywithai.com/guide/;D2;HRM;0
15;AI Guides & Tutorials;https://easywithai.com/guide/;D3;R&D;1
15;AI Guides & Tutorials;https://easywithai.com/guide/;D4;Inbound logistics;0
15;AI Guides & Tutorials;https://easywithai.com/guide/;D5;Production;1
15;AI Guides & Tutorials;https://easywithai.com/guide/;D6;Outbound logistics;0
15;AI Guides & Tutorials;https://easywithai.com/guide/;D7;Marketing & Sales;2
15;AI Guides & Tutorials;https://easywithai.com/guide/;D8;Customer support;2
15;AI Guides & Tutorials;https://easywithai.com/guide/;D9;Security;0
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;A1;Conceptualization;2
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;A2;Data Preparation & Exploration;0
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;A3;Model Building and Evaluation;0
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;A4;Deployment and Monitoring;0
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;B1;Examples;0
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;B2;Quick Read;2
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;B3;Stakeholder Inclusivity;2
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;B4;Feasibility - Capabilities;1
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;B5;Feasibility - Resources;1
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;B6;Recommendations of Techniques;2
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;B7;Recommendations of Training;1
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;B8;Evidence of Adoption;2
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;C1;Development of dynamic capabilities;0
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;C2;Simple solutions;0
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;C3;Managerial capability development;2
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;C4;Access to financial resources;0
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;C5;Sharing of success stories;1
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;C6;Market regulation & standards;1
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;C7;AI Strategy;2
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;C8;Innovation culture;1
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;C9;Data governance;0
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;C10;Ethical considerations;2
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;D1;Management support;2
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;D2;HRM;0
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;D3;R&D;0
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;D4;Inbound logistics;0
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;D5;Production;0
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;D6;Outbound logistics;0
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;D7;Marketing & Sales;0
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;D8;Customer support;0
16;AI for Decision Makers;http://proboscis.org.uk/6346/ai-for-decision-makers/;D9;Security;0
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;A1;Conceptualization;0
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;A2;Data Preparation & Exploration;0
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;A3;Model Building and Evaluation;0
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;A4;Deployment and Monitoring;1
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;B1;Examples;0
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;B2;Quick Read;2
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;B3;Stakeholder Inclusivity;0
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;B4;Feasibility - Capabilities;1
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;B5;Feasibility - Resources;1
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;B6;Recommendations of Techniques;1
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;B7;Recommendations of Training;0
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;B8;Evidence of Adoption;0
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;C1;Development of dynamic capabilities;0
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;C2;Simple solutions;0
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;C3;Managerial capability development;2
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;C4;Access to financial resources;0
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;C5;Sharing of success stories;0
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;C6;Market regulation & standards;2
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;C7;AI Strategy;2
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;C8;Innovation culture;1
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;C9;Data governance;0
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;C10;Ethical considerations;2
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;D1;Management support;1
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;D2;HRM;1
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;D3;R&D;1
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;D4;Inbound logistics;0
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;D5;Production;1
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;D6;Outbound logistics;0
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;D7;Marketing & Sales;1
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;D8;Customer support;1
17;An Oversight Toolkit for Boards of Directors;https://express.adobe.com/page/RsXNkZANwMLEf/;D9;Security;1
18;The Data Nutrition Project;https://datanutrition.org/;A1;Conceptualization;0
18;The Data Nutrition Project;https://datanutrition.org/;A2;Data Preparation & Exploration;2
18;The Data Nutrition Project;https://datanutrition.org/;A3;Model Building and Evaluation;1
18;The Data Nutrition Project;https://datanutrition.org/;A4;Deployment and Monitoring;1
18;The Data Nutrition Project;https://datanutrition.org/;B1;Examples;1
18;The Data Nutrition Project;https://datanutrition.org/;B2;Quick Read;0
18;The Data Nutrition Project;https://datanutrition.org/;B3;Stakeholder Inclusivity;0
18;The Data Nutrition Project;https://datanutrition.org/;B4;Feasibility - Capabilities;0
18;The Data Nutrition Project;https://datanutrition.org/;B5;Feasibility - Resources;0
18;The Data Nutrition Project;https://datanutrition.org/;B6;Recommendations of Techniques;0
18;The Data Nutrition Project;https://datanutrition.org/;B7;Recommendations of Training;2
18;The Data Nutrition Project;https://datanutrition.org/;B8;Evidence of Adoption;1
18;The Data Nutrition Project;https://datanutrition.org/;C1;Development of dynamic capabilities;0
18;The Data Nutrition Project;https://datanutrition.org/;C2;Simple solutions;0
18;The Data Nutrition Project;https://datanutrition.org/;C3;Managerial capability development;0
18;The Data Nutrition Project;https://datanutrition.org/;C4;Access to financial resources;0
18;The Data Nutrition Project;https://datanutrition.org/;C5;Sharing of success stories;0
18;The Data Nutrition Project;https://datanutrition.org/;C6;Market regulation & standards;0
18;The Data Nutrition Project;https://datanutrition.org/;C7;AI Strategy;0
18;The Data Nutrition Project;https://datanutrition.org/;C8;Innovation culture;0
18;The Data Nutrition Project;https://datanutrition.org/;C9;Data governance;2
18;The Data Nutrition Project;https://datanutrition.org/;C10;Ethical considerations;2
18;The Data Nutrition Project;https://datanutrition.org/;D1;Management support;0
18;The Data Nutrition Project;https://datanutrition.org/;D2;HRM;0
18;The Data Nutrition Project;https://datanutrition.org/;D3;R&D;0
18;The Data Nutrition Project;https://datanutrition.org/;D4;Inbound logistics;0
18;The Data Nutrition Project;https://datanutrition.org/;D5;Production;0
18;The Data Nutrition Project;https://datanutrition.org/;D6;Outbound logistics;0
18;The Data Nutrition Project;https://datanutrition.org/;D7;Marketing & Sales;0
18;The Data Nutrition Project;https://datanutrition.org/;D8;Customer support;0
18;The Data Nutrition Project;https://datanutrition.org/;D9;Security;0
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;A1;Conceptualization;2
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;A2;Data Preparation & Exploration;0
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;A3;Model Building and Evaluation;0
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;A4;Deployment and Monitoring;0
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;B1;Examples;1
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;B2;Quick Read;2
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;B3;Stakeholder Inclusivity;0
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;B4;Feasibility - Capabilities;1
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;B5;Feasibility - Resources;1
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;B6;Recommendations of Techniques;0
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;B7;Recommendations of Training;0
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;B8;Evidence of Adoption;0
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;C1;Development of dynamic capabilities;1
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;C2;Simple solutions;1
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;C3;Managerial capability development;1
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;C4;Access to financial resources;0
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;C5;Sharing of success stories;0
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;C6;Market regulation & standards;0
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;C7;AI Strategy;2
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;C8;Innovation culture;0
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;C9;Data governance;1
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;C10;Ethical considerations;1
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;D1;Management support;1
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;D2;HRM;1
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;D3;R&D;0
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;D4;Inbound logistics;0
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;D5;Production;0
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;D6;Outbound logistics;1
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;D7;Marketing & Sales;2
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;D8;Customer support;1
19;Challenges and Guidelines for Generative AI in companies;https://almaden.ai/ai/challenges-and-guidelines-for-generative-ai-in-business/;D9;Security;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;A1;Conceptualization;2
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;A2;Data Preparation & Exploration;1
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;A3;Model Building and Evaluation;1
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;A4;Deployment and Monitoring;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;B1;Examples;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;B2;Quick Read;2
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;B3;Stakeholder Inclusivity;2
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;B4;Feasibility - Capabilities;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;B5;Feasibility - Resources;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;B6;Recommendations of Techniques;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;B7;Recommendations of Training;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;B8;Evidence of Adoption;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;C1;Development of dynamic capabilities;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;C2;Simple solutions;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;C3;Managerial capability development;1
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;C4;Access to financial resources;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;C5;Sharing of success stories;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;C6;Market regulation & standards;1
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;C7;AI Strategy;2
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;C8;Innovation culture;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;C9;Data governance;1
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;C10;Ethical considerations;2
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;D1;Management support;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;D2;HRM;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;D3;R&D;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;D4;Inbound logistics;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;D5;Production;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;D6;Outbound logistics;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;D7;Marketing & Sales;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;D8;Customer support;0
20;OECD Framework for Classifying AI Systems;https://oecd.ai/en/classification;D9;Security;0
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;A1;Conceptualization;1
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;A2;Data Preparation & Exploration;0
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;A3;Model Building and Evaluation;0
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;A4;Deployment and Monitoring;0
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;B1;Examples;1
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;B2;Quick Read;0
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;B3;Stakeholder Inclusivity;1
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;B4;Feasibility - Capabilities;0
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;B5;Feasibility - Resources;0
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;B6;Recommendations of Techniques;1
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;B7;Recommendations of Training;0
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;B8;Evidence of Adoption;1
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;C1;Development of dynamic capabilities;0
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;C2;Simple solutions;0
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;C3;Managerial capability development;0
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;C4;Access to financial resources;1
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;C5;Sharing of success stories;0
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;C6;Market regulation & standards;2
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;C7;AI Strategy;0
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;C8;Innovation culture;0
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;C9;Data governance;1
21;Artificial Intelligence Toolkit Covington;https://www.cov.com/en/topics/artificial-intelligence-toolkit;C10;Ethical considerations;2
